Event,Px,Py,Pz,Tot-OpAbs,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons,NOfScintPhotons
3099,-0.347842,-0.419955,-0.838238,3047.55,2538.43,0.0,509.124,0.0,0.0,0.0,0.0,96.9901,0.0,5331,31024
3100,0.431991,0.278012,-0.857958,2798.52,2535.6,0.0,113.901,0.0,75.9222,0.0,73.093,88.2296,0.0,5197,28462
3101,0.580772,0.713939,0.391146,4947.13,4891.73,0.0,55.4053,0.0,0.0,0.0,0.0,158.618,0.0,8511,50563
3102,0.80463,0.547012,-0.230975,10015.6,8141.07,0.0,692.992,0.0,416.349,765.185,0.0,323.906,0.0,16404,102007
3103,0.442908,-0.311004,0.840898,2782.38,2111.36,0.0,172.351,0.0,147.901,350.762,0.0,88.436,0.0,5070,28431
3104,0.899069,0.365075,-0.24165,8707.43,8109.8,0.0,597.636,0.0,0.0,0.0,0.0,283.255,0.0,14138,88792
3105,0.345507,-0.385541,-0.85556,2287.61,2144.81,0.0,142.801,0.0,0.0,0.0,0.0,72.2224,0.0,4339,23401
3106,-0.740505,-0.557822,-0.374817,5143.24,3793.52,0.0,295.437,0.0,287.65,580.801,185.837,165.711,0.0,8815,52607
3107,0.398267,-0.513688,-0.759939,2851.12,2604.86,0.0,246.26,0.0,0.0,0.0,0.0,90.1803,0.0,5263,29088
3108,0.8154,-0.0968724,-0.570735,3612.06,3200.16,0.0,411.909,0.0,0.0,0.0,0.0,116.206,0.0,6178,36877
3109,0.99396,-0.10722,-0.0234152,10098.1,10022.1,0.0,75.9434,0.0,0.0,0.0,0.0,327.914,0.0,16232,102828
3110,-0.993587,-0.0864289,0.0729012,11376.3,10376.5,0.0,368.413,0.0,149.015,482.428,0.0,370.163,0.0,18063,115621
3111,0.0765876,-0.00178898,0.997061,2978.4,1899.26,0.0,555.264,0.0,148.818,375.058,0.0,89.9962,0.0,6595,30412
3112,-0.852483,-0.281068,-0.440765,4152.31,3944.35,0.0,207.966,0.0,0.0,0.0,0.0,134.193,0.0,7061,42501
3113,-0.266821,0.631725,-0.727826,3059.89,2491.0,0.0,259.841,0.0,145.197,163.86,0.0,97.5304,0.0,5491,31223
3114,0.987435,-0.114887,-0.108501,9144.88,8847.77,0.0,297.108,0.0,0.0,0.0,0.0,296.406,0.0,14993,93386
3115,-0.453098,0.524912,-0.720534,2664.98,2649.11,0.0,15.8655,0.0,0.0,0.0,0.0,85.0303,0.0,4743,27263
3116,-0.719162,0.689912,0.0826293,10453.5,9936.55,0.0,213.567,0.0,144.375,158.997,0.0,339.291,0.0,16740,106429
