Event,Tot,Cerenkov,compt,CoupledTransportation,eBrem,eIon,msc,muIoni,OpAbsorption,phot,NOfOptPhotons
482,4075.69,3536.87,0,27.3411,0.0,45.4989,192.016,273.966,578.123,0.0,5040
483,1578.97,1425.98,0,152.989,0.0,0.0,0.0,0.0,224.859,0.0,1774
484,1624.1,1597.41,0,26.6854,0.0,0.0,0.0,0.0,230.543,0.0,1846
485,1748.86,1721.21,0,27.6548,0.0,0.0,0.0,0.0,249.95,0.0,1869
486,1758.2,1676.61,0,81.5944,0.0,0.0,0.0,0.0,250.632,0.0,1879
487,1567.06,1548.36,0,18.7027,0.0,0.0,0.0,0.0,222.347,0.0,2157
488,1921.88,1728.69,0,158.035,0.0,0.0,35.1577,0.0,274.035,0.0,2066
489,1635.64,1615.61,0,20.0259,0.0,0.0,0.0,0.0,233.141,0.0,1734
490,2797.23,2590.72,0,178.43,0.0,0.0,28.0784,0.0,395.782,0.0,3784
491,1561.89,1539.88,0,22.0068,0.0,0.0,0.0,0.0,216.303,0.0,3329
492,2749.23,1958.96,0,149.913,0.0,106.218,63.9292,470.214,389.193,0.0,3034
493,1761.77,1704.36,0,57.4091,0.0,0.0,0.0,0.0,251.268,0.0,1953
494,1839.47,1800.34,0,39.1295,0.0,0.0,0.0,0.0,262.222,0.0,1961
495,1938.42,1913.65,0,24.7747,0.0,0.0,0.0,0.0,271.49,0.0,3006
496,1606.84,1582.58,0,24.2609,0.0,0.0,0.0,0.0,229.998,0.0,1687
497,2095.56,2072.21,0,23.3554,0.0,0.0,0.0,0.0,295.657,0.0,2759
498,1501.43,1477.19,0,24.246,0.0,0.0,0.0,0.0,214.335,0.0,1608
499,1724.14,1700.04,0,24.0937,0.0,0.0,0.0,0.0,244.392,0.0,2222
500,2156.87,2120.35,0,36.5254,0.0,0.0,0.0,0.0,306.014,0.0,2413
501,1908.54,1874.98,0,33.5565,0.0,0.0,0.0,0.0,270.381,0.0,2419
502,1522.2,1501.52,0,20.6789,0.0,0.0,0.0,0.0,217.678,0.0,1643
503,1578.9,1558.87,0,20.0216,0.0,0.0,0.0,0.0,224.881,0.0,1830
504,2210.37,1751.19,0,309.028,0.0,105.526,44.6236,0.0,313.297,0.0,2808
505,1581.83,1559.06,0,22.7716,0.0,0.0,0.0,0.0,225.677,0.0,1695
506,1515.06,1495.36,0,19.7009,0.0,0.0,0.0,0.0,215.714,0.0,1928
507,1907.41,1865.29,0,42.1161,0.0,0.0,0.0,0.0,267.311,0.0,3184
508,1664.37,1634.94,0,29.4364,0.0,0.0,0.0,0.0,235.301,0.0,2284
509,1608.11,1587.32,0,20.7855,0.0,0.0,0.0,0.0,229.262,0.0,1760
510,1582.09,1556.93,0,25.1565,0.0,0.0,0.0,0.0,225.408,0.0,1863
511,1787.39,1767.06,0,20.3286,0.0,0.0,0.0,0.0,253.583,0.0,2396
512,2344.52,2325.54,0,18.9818,0.0,0.0,0.0,0.0,332.727,0.0,2434
513,2694.34,2080.03,0,113.171,0.0,104.593,83.9617,312.58,383.147,0.0,2856
514,1889.22,1489.86,0,46.7284,0.0,0.0,180.689,171.942,268.811,0.0,2056
515,1617.01,1593.08,0,23.9334,0.0,0.0,0.0,0.0,230.211,0.0,1777
516,1535.85,1512.37,0,23.4792,0.0,0.0,0.0,0.0,218.182,0.0,1939
517,1572.29,1550.93,0,21.3589,0.0,0.0,0.0,0.0,223.25,0.0,2015
518,2058.51,2034.24,0,24.268,0.0,0.0,0.0,0.0,290.914,0.0,2679
519,1461.19,1440.03,0,21.1652,0.0,0.0,0.0,0.0,208.169,0.0,1795
520,1944.18,1906.4,0,37.7794,0.0,0.0,0.0,0.0,274.032,0.0,2794
521,1541.01,1513.47,0,27.5385,0.0,0.0,0.0,0.0,218.454,0.0,2154
522,1776.6,1727.68,0,48.9229,0.0,0.0,0.0,0.0,252.716,0.0,2016
523,1759.87,1440.39,0,43.3352,0.0,0.0,178.686,97.4499,250.966,0.0,1932
524,2011.21,1991.48,0,19.7213,0.0,0.0,0.0,0.0,284.381,0.0,2596
